ind,f_1,f_2,f_3,f_4,t_1,t_2
109,2.65811623246493,1.8342685370741498,1.8697394789579198,4.8897795591182405,1718.3117421034801,1091.33429598688
110,2.09078156312625,1.84729458917836,1.3486973947895802,8.00400801603206,1367.31158845398,424.24252148332
111,1.05891783567134,1.56332665330661,1.24849699398798,9.59118236472946,1185.03731231792,285.097100263569
112,2.17454909819639,1.8577154308617199,2.51102204408818,5.995991983967941,1583.1818234855898,747.2244270418599
113,0.956112224448898,1.5372745490981998,2.8116232464929904,6.7535070140280595,1550.1468149587,617.505845129435
114,2.66573146292585,1.61282565130261,2.67535070140281,7.10220440881764,1500.59207909196,649.603312969543
115,1.9308617234468899,1.2767535070140301,1.98997995991984,6.24849699398798,1763.38470729184,825.542227278967
116,1.774749498998,1.04228456913828,1.04809619238477,4.76953907815631,1433.5811449605499,801.7642509409579
117,1.0703406813627299,0.917234468937876,2.3627254509017996,9.57915831663327,1462.1897347229,369.976126288978
118,2.07935871743487,1.7691382765531103,1.50100200400802,4.03607214428858,1527.22118634005,1191.9070329762899
119,2.04128256513026,2.0088176352705402,1.5250501002003998,9.446893787575151,1185.17274250131,294.531011064985
120,1.8623246492985999,2.00360721442886,1.7294589178356699,4.57715430861724,1699.85571712208,1247.03996213142
121,1.11983967935872,1.1543086172344699,2.9919839679358704,5.0701402805611195,1776.91443023052,1244.69408463159
122,1.71002004008016,1.11783567134269,1.45691382765531,5.49098196392786,1773.1020533201001,931.834064072342
123,2.66192384769539,1.24288577154309,1.5090180360721401,8.2685370741483,1213.5167022104301,355.667815797091
124,2.18216432865731,1.08396793587174,2.48697394789579,8.14829659318637,1407.38556470504,428.95800620993697
125,0.910420841683367,1.21683366733467,1.24048096192385,7.72745490981964,1389.9197610508802,441.659890322714
126,1.24549098196393,1.1100200400801599,2.09018036072144,5.683366733466929,1722.94780570002,858.6334667593269
127,0.9256513026052099,1.4929859719438898,1.52905811623247,5.094188376753509,1552.41115347397,832.594472124709
128,0.8418837675350699,1.76653306613226,2.63527054108216,9.158316633266528,1525.90818363432,407.009325703529
129,0.959919839679359,2.0010020040080203,2.1302605210420804,6.87374749498998,1663.1302323169,612.409761314418
130,1.81282565130261,1.7170340681362701,2.9438877755511004,7.655310621242481,1560.09577821673,565.364461156783
131,1.1312625250501,0.969338677354709,2.8997995991983996,7.438877755511019,1526.85291609428,570.620518055044
132,2.0755511022044097,1.2298597194388798,1.36472945891784,8.07615230460922,1378.83807251806,425.832402906163
133,1.80901803607214,1.3991983967935901,2.3386773547094197,8.653306613226452,1448.7437468129,427.87544406824503
134,1.48917835671343,1.00581162324649,1.74549098196393,8.2565130260521,1324.2006507674198,379.86654128262296
135,1.83947895791583,1.425250501002,1.5410821643286599,5.17835671342685,1568.3915482678199,826.01461190492
136,1.74809619238477,0.8,1.9819639278557102,8.84569138276553,1581.1722670568302,443.916233019004
137,1.8661322645290601,1.90981963927856,2.95591182364729,6.356713426853711,1689.7289833994698,785.7925736420231
138,2.1060120240481,1.9567134268537099,1.08416833667335,9.02605210420842,1067.50510952645,297.813333754209
139,2.17835671342685,1.8420841683366698,1.9939879759519,6.9338677354709395,1647.08488311964,669.53544820075
140,2.6505010020040096,1.00060120240481,1.9418837675350702,4.99799599198397,1797.12824473757,1156.05007929109
141,1.34448897795591,1.9462925851703399,2.20240480961924,6.116232464929861,1496.85429680639,657.372179315194
142,0.982765531062124,1.96452905811623,1.7134268537074098,9.06212424849699,1424.0475231764801,384.67259320180494
143,1.8356713426853701,2.06613226452906,2.72344689378758,7.535070140280559,1591.0047732984501,618.0351568008471
144,2.3002004008016,1.07615230460922,1.6853707414829702,8.43687374749499,1381.0505194314499,410.64036611374803
145,1.29118236472946,1.787374749499,1.4849699398797602,9.83166332665331,1147.89462360464,261.554292473599
146,1.67575150300601,1.8785571142284598,2.6192384769539103,4.04809619238477,1752.94060138445,1740.50105692186
147,1.75571142284569,1.2090180360721399,2.66332665330661,6.5010020040080185,1635.9675339034698,738.403023551169
148,2.5591182364729503,1.8993987975951898,2.8276553106212403,7.6312625250501,1475.1579760362301,501.982758806043
149,2.7,1.44088176352705,1.36072144288577,5.65931863727455,1613.22525864471,772.349309386946
150,2.1935871743487,1.3783567134268502,2.5751503006012,8.44889779559118,1464.10885307698,438.218024257484
151,2.2278557114228503,1.13086172344689,2.60320641282565,6.72945891783567,1586.04921198359,654.813169129139
152,2.55531062124248,1.40701402805611,1.2124248496994,9.23046092184369,1225.64352251718,337.85985136040296
153,1.96513026052104,0.98496993987976,2.92785571142285,6.5250501002004,1643.95109718595,726.805419124406
154,1.6833667334669298,1.7925851703406799,1.51302605210421,8.809619238476948,1171.64700437882,324.040558061835
155,1.3673346693386799,1.31062124248497,1.34068136272545,6.29659318637275,1537.2835887921399,624.351336269182
156,2.2887775551102205,1.6701402805611203,1.7174348697394801,7.7755511022044095,1455.59798374113,490.967293624743
157,1.2987975951903798,1.7769539078156298,1.11623246492986,6.92184368737475,1207.14533346695,463.27383553028096
158,2.47154308617234,0.932865731462926,1.15230460921844,6.60921843687375,1357.3173747460698,517.0544495463939
159,1.4549098196392802,1.3939879759518998,1.6813627254508998,4.20440881763527,1688.9200706107902,1372.50166381455
160,0.879959919839679,1.90460921843687,1.73346693386774,4.80561122244489,1586.00794933809,958.581263266557
161,2.4486973947895803,1.3705410821643302,1.1843687374749499,4.60120240480962,1571.81790982233,1001.54645767816
162,1.21122244488978,0.807815631262525,2.6432865731462902,6.26052104208417,1673.1707246860801,782.3998648212449
163,2.52865731462926,0.9927855711422842,1.625250501002,6.16432865731463,1534.22681779104,645.9138503403119
164,2.60480961923848,1.16212424849699,2.2424849699398797,6.27254509018036,1504.7863037866598,652.326033846588
165,2.07174348697395,0.8963927855711421,1.34468937875752,7.4749498997996,1468.54824860986,469.068435821297
166,2.27735470941884,1.9436873747494998,1.96993987975952,4.33667334669339,1773.7228885449103,1445.6879558097698
167,1.13507014028056,1.8134268537074199,2.02204408817635,9.97595190380762,1602.5211993848902,379.55750602669406
168,2.66953907815631,1.9124248496993999,1.83366733466934,8.91783567134268,1410.06471782374,368.699150868709
169,1.78236472945892,1.6154308617234499,2.99599198396794,9.170340681362731,1610.65399248635,436.242051967147
170,2.63527054108216,1.30280561122245,1.90180360721443,9.18236472945892,1463.1376269798498,377.220529052661
171,2.35350701402806,1.5008016032064098,2.7635270541082204,9.60320641282565,1569.31606750457,433.804707881228
172,1.4434869739479,1.4278557114228503,2.79158316633267,9.675350701402811,1418.65770527424,327.101365016108
173,1.15791583166333,2.05050100200401,1.3006012024048101,9.25450901803607,1249.3946612864,325.024317006842
174,1.22645290581162,1.38356713426854,2.7675350701402794,4.27655310621243,1583.135633945,1358.30737209763
175,2.49438877755511,1.93587174348697,1.16833667334669,6.849699398797599,1374.2697504141001,495.307611517293
176,1.2226452905811598,1.1881763527054099,1.98597194388778,8.61723446893788,1589.5033304142999,466.326292149405
177,2.23547094188377,1.68577154308617,1.02004008016032,7.19839679358717,1125.70573258117,435.08235232108
178,1.1122244488978,0.8442885771543092,1.60120240480962,8.785571142284569,1311.09421214747,359.09477751817
179,2.57434869739479,1.04749498997996,1.20440881763527,9.12224448897796,1224.5749863566,342.786039968858
180,2.56673346693387,1.83947895791583,2.81963927855711,6.0561122244489,1614.76928095238,763.195512942547
181,2.24689378757515,1.10741482965932,2.09418837675351,7.07815631262525,1524.03218771617,583.458827527158
182,2.60100200400802,1.43046092184369,2.78356713426854,8.304609218436871,1432.89451627874,417.071232185776
183,1.73667334669339,1.80300601202405,2.43086172344689,5.35871743486974,1536.6377529146803,849.479766754297
184,2.39539078156313,1.55551102204409,2.6152304609218398,5.935871743486969,1662.2289166055402,837.127823679413
185,2.1250501002004,1.46172344689379,1.97795591182365,5.21442885771543,1786.4544813447699,1086.27903170817
186,1.1084168336673301,1.70400801603206,2.06212424849699,6.77755511022044,1586.75088894467,597.730526634393
187,0.8342685370741479,1.68056112224449,1.80561122244489,7.763527054108219,1433.27686510266,447.407163710662
188,1.3559118236472902,1.97755511022044,1.7575150300601203,4.613226452905809,1587.29652900164,1063.7176520948801
189,0.803807615230461,1.52945891783567,2.24649298597194,7.22244488977956,1344.1418927018199,515.531038438907
190,1.27214428857715,1.80821643286573,2.49098196392786,7.054108216432871,1380.21472802568,548.138873056205
191,1.5881763527054098,0.982364729458918,2.84769539078156,7.36673346693387,1493.8887830871201,546.255839825815
192,1.89659318637275,1.12565130260521,1.8096192384769498,7.73947895791583,1433.39168090786,448.920260928657
193,2.05270541082164,1.51122244488978,2.65931863727455,7.042084168336671,1550.9991279305,641.1559744967141
194,2.49058116232465,1.9957915831663302,2.2384769539078198,5.3827655310621205,1540.3528844460502,862.3979108300549
195,0.8571142284569141,1.45911823647295,1.45290581162325,8.46092184368737,1461.8174037050198,445.320076770272
196,1.99178356713427,1.53466933867735,1.20040080160321,6.1042084168336705,1483.7595210887803,635.607150046532
197,1.88517034068136,1.3340681362725502,1.5370741482965902,6.59719438877756,1376.42086537396,522.010063661099
198,0.986573146292585,1.28456913827655,2.28256513026052,7.91983967935872,1409.4108921849402,461.072544478517
199,2.21643286573146,1.7795591182364698,1.46492985971944,6.66933867735471,1616.80462408061,657.957170669731
200,1.63006012024048,1.99058116232465,1.2324649298597201,9.374749498998,1243.38807810059,337.390193532306
201,1.06653306613226,0.9797595190380759,2.17034068136273,4.312625250501,1456.8913777589098,1200.9309077517698
202,1.72144288577154,0.8312625250500999,1.65330661322645,7.33066132264529,1362.63442496175,504.934343286912
203,1.12745490981964,1.94889779559118,2.8877755511022003,4.85370741482966,1682.36765149208,1224.27649707726
204,1.97655310621242,1.7118236472945902,1.9458917835671299,4.55310621242485,1749.04834423315,1350.18874945223
205,2.61623246492986,1.8811623246492999,1.57314629258517,7.59519038076152,1342.4180639621002,426.285286944861
206,2.65430861723447,1.89418837675351,1.43687374749499,5.731462925851701,1731.02582263269,837.720412701166
207,2.6124248496993996,0.971943887775551,1.67334669338677,9.31462925851703,1386.15643425596,358.323296829217
208,1.69859719438878,1.3002004008016002,2.17434869739479,4.84168336673347,1480.4144168507598,1017.8366257730099
209,1.9575150300601203,1.4200400801603201,1.8176352705410799,7.70340681362726,1442.6365093415802,463.014638302042
210,0.9637274549098199,1.27414829659319,2.3466933867735498,9.5190380761523,1427.8802096768,366.870198888901
211,2.53627254509018,1.1334669338677401,2.374749498998,4.68537074148297,1473.90620598001,1031.4052286572999
212,2.4144288577154303,1.9801603206412801,1.5210420841683399,4.4689378757515,1481.8653656436802,1029.6882833572
213,2.6314629258517,1.6545090180360702,1.48897795591182,8.71342685370741,1136.7115747968598,320.258432123889
214,1.79759519038076,0.8208416833667339,2.4949899799599202,8.112224448897798,1406.4722854229801,434.236909255518
215,1.97274549098196,2.04529058116232,2.19038076152305,7.8717434869739495,1318.47949976156,424.56080579229797
216,1.39779559118236,1.6623246492986,2.89579158316633,7.13827655310621,1483.8001615482501,608.30848750067
217,2.08697394789579,1.86813627254509,2.3066132264529102,10.0,1426.8468076400302,324.006748590946
218,1.41302605210421,2.04008016032064,2.5070140280561097,4.86573146292585,1579.66878494667,1103.96575585614
219,1.4625250501001998,0.859919839679359,1.3246492985971898,4.92585170340681,1684.22657697086,934.0352290243691
220,1.58436873747495,1.5581162324649298,2.2625250501002,9.69939879759519,1355.51665930134,323.859082238989
221,1.10460921843687,0.958917835671343,1.5811623246493,4.26452905811623,1584.22507395362,1199.13421353936
222,2.3420841683366698,2.07915831663327,2.5350701402805598,8.01603206412826,1429.7260703357401,460.327241123903
223,2.01462925851703,0.940681362725451,2.3186372745491,9.48296593186373,1454.4901696088,358.805256800551
224,1.5310621242484999,2.09478957915832,1.5771543086172302,5.67134268537074,1513.1302279341699,721.02651398852
225,1.57675350701403,1.2975951903807599,2.2785571142284597,6.17635270541082,1549.91095210292,705.9253936961909
226,1.50060120240481,2.06092184368738,2.56312625250501,8.977955911823651,1437.0395217000598,390.929163073923
227,2.3991983967935897,1.62845691382766,2.08216432865731,4.19238476953908,1775.01632590274,1468.84313819818
228,1.3482965931863702,2.0635270541082202,1.30460921843687,6.8136272545090195,1423.3186904261402,520.630649014367
229,2.15931863727455,1.90721442885772,2.91182364729459,8.28056112224449,1542.27936971135,482.581615187036
230,1.24168336673347,1.42264529058116,2.02605210420842,5.250501002004009,1847.2921502538502,1131.19236623187
231,1.6452905811623202,1.0891783567134299,1.4088176352705402,6.98196392785571,1490.27303740875,566.2583771510331
232,2.5629258517034104,1.2220440881763501,1.60521042084168,4.673346693386769,1589.5956782943,1049.51524721783
233,1.12364729458918,1.03967935871744,1.1122244488978,4.56513026052104,1466.7732658116101,930.55193308539
234,2.29258517034068,2.05571142284569,1.62925851703407,7.0060120240481,1383.9936622644102,527.988922394694
235,1.16172344689379,1.01362725450902,1.38076152304609,9.90380761523046,1382.5892481338299,317.584140205889
236,1.74428857715431,1.5450901803607198,1.29659318637275,4.1442885771543105,1608.35919920841,1250.91761220938
237,0.948496993987976,1.9515030060120202,1.2645290581162298,6.28456913827655,1447.33039930953,572.752216543412
238,1.8889779559118198,1.0865731462925898,2.9759519038076205,5.03406813627254,1762.3927975285699,1247.5014271612401
239,2.54769539078156,1.7352705410821598,2.87575150300601,9.01402805611222,1495.0705672898998,398.938492325457
240,2.18597194388778,0.9641282565130259,1.40080160320641,9.759519038076151,1385.9498221589001,335.436393970228
241,1.18837675350701,1.4955911823647299,1.92184368737475,7.9438877755511,1513.7830451189402,495.553787431961
242,2.20501002004008,1.1517034068136298,1.44889779559118,5.466933867735469,1752.17965560451,914.5635334485181
243,1.7404809619238502,1.93066132264529,2.9078156312625296,8.95390781563126,1519.6530333627302,418.57919358355105
244,0.9142284569138279,1.0240480961923801,2.7875751503006,6.140280561122251,1599.3536782972599,714.702804198315
245,2.4030060120240497,1.06833667334669,2.9639278557114204,5.7915831663326705,1737.08423121049,946.244766701901
246,1.56533066132265,1.0917835671342702,1.88577154308617,6.80160320641283,1575.88789707347,599.74606190638
247,1.3787575150300602,0.8937875751503008,2.38276553106212,5.1302605210420795,1506.24504408421,883.666568388746
248,1.8547094188376798,0.997995991983968,1.82965931863727,9.891783567134269,1378.58611664533,308.97270658472803
249,2.4791583166332702,1.3184368737475,1.1042084168336699,7.85971943887776,1165.6731614592,374.11504842170604
250,1.51583166332665,0.9094188376753509,2.15831663326653,7.787575150300599,1591.7399502081,526.144777180787
251,2.3915831663326697,1.28977955911824,2.01002004008016,4.1563126252505,1870.7578128408602,1732.04407768787
252,1.85090180360721,1.44869739478958,2.55110220440882,5.611222444889781,1626.1752400725197,875.8594925045089
253,1.4472945891783602,0.8833667334669341,2.83166332665331,8.72545090180361,1452.90727740956,405.349806529057
254,1.62625250501002,1.95931863727455,1.14028056112224,7.93186372745491,1216.18291241974,384.41991777258204
255,1.04749498997996,1.96192384769539,1.18036072144289,7.84769539078156,1274.33338532872,409.25057032674795
256,1.02084168336673,1.24028056112224,1.72545090180361,5.94789579158317,1670.44372172121,773.062772606108
257,1.4701402805611201,1.62324649298597,2.27454909819639,6.236472945891781,1545.59561566537,686.3531376340139
258,1.28356713426854,1.7613226452905801,2.2985971943887797,5.022044088176349,1598.4512139033402,1066.10302239866
259,2.0374749498998,1.39138276553106,1.00801603206413,7.41482965931864,1225.12634867889,401.127663109765
260,1.98416833667335,1.32885771543086,2.29458917835671,7.3426853707414805,1385.93153848573,531.160066437542
261,2.27354709418838,0.951102204408818,2.81563126252505,9.3627254509018,1446.30322644784,355.35633906524595
262,1.33306613226453,2.07655310621243,2.3547094188376803,7.58316633266533,1478.1732174885801,537.46740233455
263,2.45250501002004,1.87334669338677,2.4348697394789602,4.22845691382766,1595.4796658411801,1331.5402600647099
264,1.6110220440881802,1.4877755511022,1.9498997995991998,6.8376753507014,1636.7877098122199,649.057857299892
265,2.46392785571142,2.04789579158317,2.0741482965931897,7.69138276553106,1524.56830453739,489.65925315860494
266,1.89278557114228,1.57895791583166,1.90981963927856,8.88176352705411,1474.38392056898,402.112571068079
267,2.6771543086172302,1.8837675350701397,2.42284569138277,8.38877755511022,1372.59594037216,383.678303769914
268,1.43587174348697,1.1230460921843701,1.8657314629258501,4.51703406813627,1702.75128499084,1238.56147000297
269,2.34589178356713,0.810420841683367,1.3567134268537098,8.677354709418841,1364.9336255775802,377.27307804068704
270,1.75190380761523,1.73266533066132,2.6072144288577204,6.62124248496994,1592.60570094794,676.328648293788
271,1.9194388777555098,0.9302605210420841,1.1242484969939899,8.905811623246489,1130.61188518516,320.90041253712
272,1.1388777555110199,1.5815631262525,2.45891783567134,9.8436873747495,1401.60506021479,299.547846049742
273,1.25691382765531,1.87074148296593,2.9158316633266494,9.2064128256513,1527.2990648233401,402.560423247293
